ITEMNAME,sales_channel,unit_weight
PERDRAW 3888      55GL DRUM,NON-DISTRIBUTION,447
PERKOTE 80-800      55GL DRUM,NON-DISTRIBUTION,406
ACCUCUT 59C RED     55G DRUM,NON-DISTRIBUTION,413
TROJAN 100   275G TOTE,NON-DISTRIBUTION,2226.07336
6064-46 - ADV FG AIR COMP LUBE   55GL DRUM,NON-DISTRIBUTION,399
PERDRAW 3168-WW      325GL STL TOTE,NON-DISTRIBUTION,2646
6045-100 - SEMI-SYN 4000HR COMP LUBE [BL]   55GL DRUM BLK,NON-DISTRIBUTION,394
ROCKLEEN ORANGE 6510   55G DRUM,NON-DISTRIBUTION,501.8615
PERKOTE 80-348-C      55GL DRUM,NON-DISTRIBUTION,406
AAA QUENCH OIL     208L/55G,NON-DISTRIBUTION,390
ACCUCUT SW-357      275G TOTE,NON-DISTRIBUTION,1961
BLUE COOL S2685HD     DRUM,NON-DISTRIBUTION,454
PRI-COOL 853-B      55GL DRUM,NON-DISTRIBUTION,461
RUST PREVENTIVE 6004 Q      55G DRUM,NON-DISTRIBUTION,369
BLUE STAR GP 8300/220     DRUM (30),NON-DISTRIBUTION,411
EGO 220      208L/55G,NON-DISTRIBUTION,404
BLUE STAR XB 9700/220-2    120LB keg,NON-DISTRIBUTION,120
ALCHROME 2     50 LB   FDR,NON-DISTRIBUTION,50
R-13LU     1/2 DRUM,NON-DISTRIBUTION,254
GX PROOF 6151       55G DRUM,NON-DISTRIBUTION,476
PERLUBE EP-2     120LB 1/4 DRUM,NON-DISTRIBUTION,120
FLOCULITE 551       208L/55G,NON-DISTRIBUTION,459
6019-100 - DIESTER AIR COMP LUBE   1QT 12X1 CASE FS,NON-DISTRIBUTION,23
ASSURANCE 6790     208L/55G DRUM,NON-DISTRIBUTION,521
PERLUBE RO-150     1249L/330G TOTE,NON-DISTRIBUTION,2443
4584-68 - SYN FR FG HYDR FLUID   16OZ 12X1 CASE FC,NON-DISTRIBUTION,10.9
6019-100 - DIESTER AIR COMP LUBE   5GL PAIL WH,NON-DISTRIBUTION,38
6934-120 - TRIESTER HP-BA COMP OIL [AM]   1GL 4X1 CASE BLK,NON-DISTRIBUTION,32
4425-68 - NXT POE - RC OIL   55GL DRUM BLK,NON-DISTRIBUTION,422
4425-68 - NXT POE - RC OIL   55GL DRUM,NON-DISTRIBUTION,422
PERKOOL 5444     208L/55G DRUM,NON-DISTRIBUTION,454
CRYSTAL BRIGHT PLUS WAX     55G DRUM,NON-DISTRIBUTION,464
PERKOTE 30-266-HFL      55GL DRUM,NON-DISTRIBUTION,366
PERKLEEN 1346-T1      208L/55G DRUM,NON-DISTRIBUTION,483
CONFIDENCE 41-C      114L/30G,NON-DISTRIBUTION,288
4432-220 - PAG GEAR FLUID   5GL PAIL BLK,NON-DISTRIBUTION,42
SPREX AC      181 KG / 400 LB,NON-DISTRIBUTION,400
METAL CONDITIONER LSR SJ     55G DRUM,NON-DISTRIBUTION,589
PERKUT 305-EP2     1249L/330G TOTE,NON-DISTRIBUTION,2479
PERLUBE 85-10W30      55GL DRUM *D,NON-DISTRIBUTION,404
GF BARRIER COAT 60      55G DRUM,NON-DISTRIBUTION,386
PHOS DIP M-22     201L/53G DRUM,NON-DISTRIBUTION,600
BLUE STAR HL 6850/100     PAIL,NON-DISTRIBUTION,35
GF PHOS 231DS      330G TOTE,NON-DISTRIBUTION,3181
QUENCH OIL 1080   BULK (GAL),NON-DISTRIBUTION,7.1664875000000015
MILFORM 921     BULK TANK TRUCK,NON-DISTRIBUTION,6.5651625000000005
CIMSTAR 540     55G / 208L PINK STEEL DRUM,NON-DISTRIBUTION,472
NEUTRA-LIFT     208L/55G DRUM,NON-DISTRIBUTION,468
TECHNIBRITE SN 44     55G DRUM,NON-DISTRIBUTION,474
6043-46 - SEMI-SYN COMP LUBE   55GL WH METAL DRUM,NON-DISTRIBUTION,397
PERLUBE 308       BULK GALLONS,NON-DISTRIBUTION,7.3356625
GF STRIP 390      5GLPL,NON-DISTRIBUTION,42
STAR CUT 4835    PAIL,NON-DISTRIBUTION,36
MULTI-TERJ 1012      208L/55G,NON-DISTRIBUTION,462
GF CLEAN 145      330G TOTE,NON-DISTRIBUTION,3340
USL CLEAR GEAR OPEN GEAR LUBE HEAVY     35LB PAIL,NON-DISTRIBUTION,35
MIRAGE MM CONCENTRATE     400 LB POLY DRUM,NON-DISTRIBUTION,400
SURFASEAL A     208L/55G,NON-DISTRIBUTION,397
PERKUT 324      55GL DRUM,NON-DISTRIBUTION,413
DURACOAT 1237     197L/52G,NON-DISTRIBUTION,575
6035-100 - DIESTER HP-BA COMP LUBE   55GL DRUM BLK,NON-DISTRIBUTION,413
ROCKCUT 310   55G DRUM,NON-DISTRIBUTION,451.4584
PERKOOL 5250      5GLPL,NON-DISTRIBUTION,42
NO CARB SPECIAL (VESSEL)     18.9L/5G,NON-DISTRIBUTION,82
PERLUBE S-10      5GLPL,NON-DISTRIBUTION,36
ROCKLEEN ORANGE 6512   55G DRUM,NON-DISTRIBUTION,521.1292
GX COOL 1481      330G TOTE,NON-DISTRIBUTION,2915
GF CLEAN 3045     55G DRUM,NON-DISTRIBUTION,503
PERDRAW 9932-TL      5GLPL,NON-DISTRIBUTION,45
PERKOTE 30-266-DG      5GLPL,NON-DISTRIBUTION,34
CONFIDENCE 10      208L/55G,NON-DISTRIBUTION,538.78
MILPRO 830CF     275G / 1041L TOTE,NON-DISTRIBUTION,2002
CIMSTAR 60C-HFP     55G / 208L PINK STEEL DRUM,NON-DISTRIBUTION,477
HARD BRITE AA-10     400 LB   FDR,NON-DISTRIBUTION,400
OAKFLO DSS 800     5G /  19L G&G PLASTIC PAIL,NON-DISTRIBUTION,43
TROJAN 32 ALL SEASON ASHLESS   275G TOTE,NON-DISTRIBUTION,2025
USL-618 HIGH TEMP SYN CHAIN LUBE     55G DRUM,NON-DISTRIBUTION,446
TECHNIPREP F 1867     55G DRUM,NON-DISTRIBUTION,560
COAGULITE EMR     208L/55G,NON-DISTRIBUTION,540
PERKUT 486-MV     5GLPL,NON-DISTRIBUTION,37
TECHNIBRITE NI 545 S     5G PAIL,NON-DISTRIBUTION,45
USL-320 GEAR OIL WITH BLACK MOLY     208L/55G DRUM,NON-DISTRIBUTION,415
6531-68 - SYN GEAR & BEARING FLUID   5GL PAIL BLK,NON-DISTRIBUTION,36
POWER WASH CLEANER 2G     400 LB   FDR,NON-DISTRIBUTION,400
MILFORM OAK7A     55G / 208L PINK STEEL DRUM,NON-DISTRIBUTION,407
ROCKCUT 747   55G DRUM,NON-DISTRIBUTION,448.2474625
VISCOOL 5127   55G/208L DRUM,NON-DISTRIBUTION,448.545
PERCHEM 1000       55GL DRUM,NON-DISTRIBUTION,358
TROJAN 32 AW ULTRA CLEAN   500G TOTE,NON-DISTRIBUTION,4270.363929
PERLUBE 80-10W40      55GL DRUM,NON-DISTRIBUTION,404
6054-220 - SYN GEAR LUBE   55GL DRUM BLK,NON-DISTRIBUTION,406
VISFORM 4000 HD   5G/19L PAIL,NON-DISTRIBUTION,43.1481
CIMPERIAL 20-8SX PINK     5G / 19L PINK PLASTIC PAIL,NON-DISTRIBUTION,42
KOOL ALL     5G / 19L WHITE PLASTIC PAIL,NON-DISTRIBUTION,42
EP GEAR LUBE 680-A   55G DRUM,NON-DISTRIBUTION,451.52733333333344
PERKOOL 9933      55GL DRUM,NON-DISTRIBUTION,445
PERCHEM OSC-II      5GLPL,NON-DISTRIBUTION,37
TROJAN 46 AW ULTRA CLEAN - ORBIS   300G TOTE,NON-DISTRIBUTION,2402.6842500000002
GF ACID CLEAN 339     55G DRUM,NON-DISTRIBUTION,515
6064-32 - ADV FG AIR COMP LUBE   5GL PAIL BLK,NON-DISTRIBUTION,36
PERLUBE 46-NZ      18.9L/5G PAIL,NON-DISTRIBUTION,37
TECHNICOAT ZNBL 390 HA     1G BULK,NON-DISTRIBUTION,10.567575
CIMTECH 95 BLUE     55G / 208L BLUE PLASTIC DRUM,NON-DISTRIBUTION,476
CIMTECH 95 BLUE     5G / 19L PINK PLASTIC PAIL,NON-DISTRIBUTION,43
PERKOOL 710      5GLPL,NON-DISTRIBUTION,44
QUENCH OIL ACCELERATOR     18.9L/5G  PAIL,NON-DISTRIBUTION,38
PERDRAW 2525      55GL DRUM,NON-DISTRIBUTION,506
PERDRAW 6270       5GLPL,NON-DISTRIBUTION,44
CRUD BUSTER     BULK GALLONS,NON-DISTRIBUTION,8.500625000000005
PERKUT 131      55GL DRUM,NON-DISTRIBUTION,418
PROGRIND B   55G DRUM,NON-DISTRIBUTION,425.024325
PERKUT 282      BULK GALLONS,NON-DISTRIBUTION,7.28625
CIMSTAR 10-570-HFP     55G / 208L BLUE PLASTIC DRUM,NON-DISTRIBUTION,464
PERLUBE RO-68      5GLPL,NON-DISTRIBUTION,37
PERDRAW 2550-BL      55GL DRUM,NON-DISTRIBUTION,429
PERKOOL 9075      5GLPL,NON-DISTRIBUTION,40
CIMSTAR QUAL STAR XL PINK     5G / 19L PINK PLASTIC PAIL,NON-DISTRIBUTION,43
PERKOOL 694-A       5GLPL,NON-DISTRIBUTION,44
FLOCULITE 402      17.8L/4.7G,NON-DISTRIBUTION,40
CIMGUARD 20     55G / 208L WHITE PLASTIC DRUM,NON-DISTRIBUTION,380
MILFORM OAK DRAW 505     55G / 208L PINK STEEL DRUM,NON-DISTRIBUTION,349
QUENCH OIL 1080   55G DRUM,NON-DISTRIBUTION,411.5482
QUENCH OIL 22   350G TOTE,NON-DISTRIBUTION,2933.4188999999997
LC-3269-B     BULK GALLONS,NON-DISTRIBUTION,8.760250000000001
GF ADJUST 1188       55G DRUM,NON-DISTRIBUTION,504
MULTI-TERJ CR-2211      18.9L/5G,NON-DISTRIBUTION,42.79999999999999
POLYDRAW TOPAZ 70       208L/55G,NON-DISTRIBUTION,487
MILFORM OAK85     55G / 208L PINK STEEL DRUM,NON-DISTRIBUTION,434
R-29L     18.9L/5G PAIL,NON-DISTRIBUTION,56
CIMTECH 320 BLUE     55G / 208L PINK STEEL DRUM,NON-DISTRIBUTION,495
4465 BLANK WASH CONCENTRATE   275G/1040L TOTE,NON-DISTRIBUTION,2218.726650340137
GX RP 1298      330G TOTE,NON-DISTRIBUTION,2259
DURALINK 800     1249L/330G,NON-DISTRIBUTION,2842
CHEMPOL AA 30 ACTIVATOR     18.9L/5G PAIL,NON-DISTRIBUTION,43
DEFOAMER H     5GL PAIL,NON-DISTRIBUTION,35
SB-138 RV LACQUER THINNER   5G PAIL,NON-DISTRIBUTION,40.02769166666667
MICA III B-9       DRUM,NON-DISTRIBUTION,707
TECHNICLEAN F 906 L     55G DRUM,NON-DISTRIBUTION,610
IPW-3001      208L/55G,NON-DISTRIBUTION,515
CIMPERIAL 1070B BLUE     55G / 208L PINK STEEL DRUM,NON-DISTRIBUTION,466
HEAT TRANSFER OIL 68   55G DRUM,NON-DISTRIBUTION,442.7139
ROCKCUT 710   500G TOTE,NON-DISTRIBUTION,4337.731
PHOS DIP 47-XW REPLENISHER     204L/54G,NON-DISTRIBUTION,700
ANTI-FOAM FOR SOLUBLE OILS   5G/19L PAIL TH,NON-DISTRIBUTION,43.65
DURACUT CUTTING OIL 235   55G DRUM,NON-DISTRIBUTION,467.4127
PERCHEM 3000-BASE       5GLPL,NON-DISTRIBUTION,41
PERCHEM 1511      55GL DRUM,NON-DISTRIBUTION,392
2057-150 - MIN-OIL VAC-PUMP FLUID   55GL DRUM BLK,NON-DISTRIBUTION,399
2057-100 - MIN-OIL VAC-PUMP FLUID   55GL DRUM BLK-M,NON-DISTRIBUTION,397
WASHOFF 140      250G TOTE,NON-DISTRIBUTION,1669
HUSKIE MULTI PURPOSE GEAR LUBE 80W90   55G DRUM,NON-DISTRIBUTION,443.815195
BENCHSORB 100     40# FIBER BOX,NON-DISTRIBUTION,40
DOUBLE-CUT PEARL 68       208L/55G,NON-DISTRIBUTION,462
ALUMIQUENCH PRO  18.9L/5G  PAIL,NON-DISTRIBUTION,46
PERDRAW 2158-S     208L/55G DRUM,NON-DISTRIBUTION,470
LS-670 HD FORMING OIL   5G PAIL,NON-DISTRIBUTION,48.56465
FORM OIL 401      55GL DRUM,NON-DISTRIBUTION,399
CHILLER COOLANT   55G DRUM,NON-DISTRIBUTION,548.7419
6043-68 - SEMI-SYN COMP LUBE 55GL WH METAL DRUM,NON-DISTRIBUTION,396
ASSURANCE 6350     1041L/275G TOTE,NON-DISTRIBUTION,2480
LASER TERJ SA 310     208L/55G,NON-DISTRIBUTION,620
POWER LIFT POWDER     60 KG / 132 LB,NON-DISTRIBUTION,132
POLYQUENCH 15-XND     208L/55G,NON-DISTRIBUTION,480
CLG-2     120LB 1/4 DRUM,NON-DISTRIBUTION,120
DUBOIS 200NT      208L/55G,NON-DISTRIBUTION,482
PERKOTE 30-266      5GLPL,NON-DISTRIBUTION,34
PERDRAW 3915     330GL TOTE,NON-DISTRIBUTION,2548
PERKOOL 707-B      330GL PL TOTE,NON-DISTRIBUTION,2842
UNI KLEEN 30     1215L/321G,NON-DISTRIBUTION,3100
PERKOOL 9654-HE      5GLPL,NON-DISTRIBUTION,40
VANOL NO. 2     208L/55G DRUM,NON-DISTRIBUTION,340
PERDRAW 2141-NC      5GLPL,NON-DISTRIBUTION,41
CIMTECH 400 WITH MSL     55G / 208L PINK STEEL DRUM,NON-DISTRIBUTION,486
PARQUENCH 60-XCRNTN     1249L/330G TOTE,NON-DISTRIBUTION,2812
FGAW 68       208L/55G DRUM,NON-DISTRIBUTION,399
GF STRIP 67      55G DRUM,NON-DISTRIBUTION,631
2284-46 - BIO HYDR FLUID   5GL PAIL GRN,NON-DISTRIBUTION,36
ACCUCUT 59C      5GLPL,NON-DISTRIBUTION,38
4425-46 - NXT POE - RC OIL   5GL PAIL BLK,NON-DISTRIBUTION,38
2066-8 - SYN PENETRATING LUBE   55GL DRUM,NON-DISTRIBUTION,389
CIMTECH GL2015     5G / 19L PINK PLASTIC PAIL,NON-DISTRIBUTION,46
ALTRABRITE JZ 46      300 LB   FDR,NON-DISTRIBUTION,300
BLUE STAR XE 9800/1000-2     KEG (LINED),NON-DISTRIBUTION,120
SUPER-TERJ      181 KG / 400 LB,NON-DISTRIBUTION,400
STAR CLEAN 1710     1249L/330G TOTE,NON-DISTRIBUTION,2228
6934-46 - TRIESTER HP-BA COMP OIL [AM]   1GL 4X1 CASE BLK,NON-DISTRIBUTION,32
HONING OIL 317   55G/208L DRUM,NON-DISTRIBUTION,458.9104333333333
PERLUBE SYN-COMP-32      5GLPL,NON-DISTRIBUTION,37
TEXONE RP QD     208L/55G DRUM,NON-DISTRIBUTION,359
STAR CUT 4844-SI     55GL DRUM,NON-DISTRIBUTION,396
UNI KLEEN 54-6NA     400LB FDR,NON-DISTRIBUTION,400
CW-878L      PAIL,NON-DISTRIBUTION,42
6731-320 - SYN BLOWER LUBE   5GL PAIL BL,NON-DISTRIBUTION,37
MASTER KLEEN SMS      208L/55G,NON-DISTRIBUTION,555
2733-46 - NXT 717-XLT - AM-RC OIL   55GL DRUM,NON-DISTRIBUTION,390
6061-46 - FG AIR COMP LUBE   55GL DRUM GRN,NON-DISTRIBUTION,396
6066-10 - SYN FG PENETRATING LUBE   5GL PAIL GRN,NON-DISTRIBUTION,35
PERKLEEN 1310-CL      55GL PL DRUM,NON-DISTRIBUTION,468
DURATEC WAND 300      1249L/330G,NON-DISTRIBUTION,2795
CIMSTAR 3865B     55G / 208L PINK STEEL DRUM,NON-DISTRIBUTION,482
PEARL-Z 3421      208L/55G,NON-DISTRIBUTION,449
RUST INHIBITOR 1438     18.9L/5G PAIL,NON-DISTRIBUTION,45
PERKOTE 30-268-DGC     5GLPL,NON-DISTRIBUTION,34
PGA-FE      50LB PAIL,NON-DISTRIBUTION,50
BLUE STAR XB 9700/220-2     CS 30CART,NON-DISTRIBUTION,32
PERCHEM 1004      330GL PL TOTE,NON-DISTRIBUTION,2145
PERCHEM 1004     BULK,NON-DISTRIBUTION,6.522450000000002
PERKOOL 694-AG-2     55GL DRUM,NON-DISTRIBUTION,469
PERDRAW 3120-E      5GLPL,NON-DISTRIBUTION,44
PERCHEM 1510-JM  BULK DELIVERY (MFG IN LOV),NON-DISTRIBUTION,7.1472250000000015
DOUBLE-CUT PEARL 62      18.9L/5G,NON-DISTRIBUTION,42
PEN DIP A     18.9L/5G,NON-DISTRIBUTION,34
2082-320 - SYN FG GEAR LUBE   5GL PAIL BLK,NON-DISTRIBUTION,37
PET GLIDE 1000     5G PAIL,NON-DISTRIBUTION,42.4
COOL LUBE 02     55G DRUM,NON-DISTRIBUTION,364
4013-32 - NXT ABR - RC OIL   55GL DRUM BLK,NON-DISTRIBUTION,397
LC-6799     BULK GALLONS,NON-DISTRIBUTION,9.505625000000004
2384-68 - SYN MV AW HYDR FLUID   5GL PAIL BLK,NON-DISTRIBUTION,36
DOUBLE-CUT TOPAZ 1628      1041L/275G,NON-DISTRIBUTION,2387
WETAID 19     18.9L/5G,NON-DISTRIBUTION,43
GX COOL 701      55G PLASTIC DRUM,NON-DISTRIBUTION,483
DUBOOST     208L/55G DRUM,NON-DISTRIBUTION,466
ALMCO 506R       5GLPL,NON-DISTRIBUTION,43
CIMCOOL MILPRO HY 46     401LB/55G DRUM (NET),NON-DISTRIBUTION,401
UNI KLEEN 1293 LIQUID     201L/53G,NON-DISTRIBUTION,600
FOAMOUT 60      1 GL JUG,NON-DISTRIBUTION,8
TECHNIBRITE AC 377     275G TOTE,NON-DISTRIBUTION,2481
TECHNIBRITE AC 377     55G DRUM,NON-DISTRIBUTION,496
TECHNICLEAN F 718 LA     55G DRUM,NON-DISTRIBUTION,493
DS-9-314 197L/52G (MAGNETIC),NON-DISTRIBUTION,516
PERCHEM 1004     55GL DRUM,NON-DISTRIBUTION,358
CIMTECH 200     55G / 208L PINK STEEL DRUM,NON-DISTRIBUTION,481
MILFORM 65     5G / 19L PINK PLASTIC PAIL,NON-DISTRIBUTION,45
WIRE ANNEALING SALT     400 LB   FDR,NON-DISTRIBUTION,400
DOUBLE-CUT AMBER 32     55GL DRUM,NON-DISTRIBUTION,438
GF ACID CLEAN 90      5GLPL,NON-DISTRIBUTION,51
SYNTHETIC COMPRESSOR LUBE 3046   5G/19L PAIL TH,NON-DISTRIBUTION,40.3412625
6245-32 - PARTIAL-SYN VAC-PUMP LUBE   55GL DRUM BLK,NON-DISTRIBUTION,393
2174-220 - SYN FG HT CHAIN LUBE   55GL DRUM BLK,NON-DISTRIBUTION,400
TROJAN 100 AW   55G DRUM,NON-DISTRIBUTION,438.63018750000003
LC-5033     BULK GALLONS,NON-DISTRIBUTION,9.849
TOLUENE (TOLUOL)   55G DRUM,NON-DISTRIBUTION,439.0487
QUENCH OIL 22   55G/208L DRUM,NON-DISTRIBUTION,396
PERMIC XP     500 LB   unlined MDR,NON-DISTRIBUTION,500
CIMTECH 610-HFP     275G / 1041L TOTE,NON-DISTRIBUTION,2505
CIMPERIAL1880M     275 G  / 1041L POLY CAGE TOTE,NON-DISTRIBUTION,2171
PERKOTE 30-266-HFL      5GLPL,NON-DISTRIBUTION,34
6019-100 - DIESTER AIR COMP LUBE [RD]   5GL PAIL WH,NON-DISTRIBUTION,38
PERDRAW 1148     1249L/330G TOTE,NON-DISTRIBUTION,2261
CIMSTAR 60XL PINK     55G / 208L PINK STEEL DRUM,NON-DISTRIBUTION,479
BLUE STAR HL 6800/32     DRUM (30),NON-DISTRIBUTION,404
SOLVENT NPB     55G DRUM,NON-DISTRIBUTION,551
CIMSTAR 60     5G / 19L PINK PLASTIC PAIL,NON-DISTRIBUTION,43
ALMCO 2510       55G DRUM,NON-DISTRIBUTION,492
PERLUBE HV-2     35LB   PAIL,NON-DISTRIBUTION,35
LITHIUM EP 2 GREASE (MOBILUX EP 2)   5G/19L PAIL,NON-DISTRIBUTION,21
MILFORM 6265     5G / 19L PINK PLASTIC PAIL,NON-DISTRIBUTION,44
GX CLEAN 303      55G DRUM,NON-DISTRIBUTION,521
MILPRO CV-100     55G / 208L PINK STEEL DRUM,NON-DISTRIBUTION,421
CIMSTAR 591CU     275G / 1041L TOTE,NON-DISTRIBUTION,2321
CIMTECH 310Z     275G / 1041L TOTE,NON-DISTRIBUTION,2472
CIMTECH 310Z     55G / 208L PINK STEEL DRUM,NON-DISTRIBUTION,494
ADDITIVE AMP 95T     DRUM,NON-DISTRIBUTION,480
4013-46 - NXT ABR - RC OIL   5GL PAIL BLK,NON-DISTRIBUTION,36
ALMCO 2250     55G DRUM,NON-DISTRIBUTION,554
ALMCO 2530      5GLPL,NON-DISTRIBUTION,45
CIMGUARD OAK PROTECT 2405HF     55G / 208L WHITE PLASTIC DRU,NON-DISTRIBUTION,364
LSI NO.  934     5GLPL,NON-DISTRIBUTION,45
2033-68 - NXT 717 - PREM AM-RC OIL   330GL TOTE,NON-DISTRIBUTION,2377
EXTECON GP      18.9L/5G,NON-DISTRIBUTION,48
2033-68 - NXT 717 - PREM AM-RC OIL   1GL 4X1 CASE BLK,NON-DISTRIBUTION,29
CHUCK-EEZ      CS24-4OZ TUBES,NON-DISTRIBUTION,30
6934-120 - TRIESTER HP-BA COMP OIL   1GL 4X1 CASE BLK,NON-DISTRIBUTION,32
ACCUVIS 220 (ANOMATIC) 330GL STL TOTE,NON-DISTRIBUTION,2453
6445-32 - SEMI-SYN PORTABLE COMP LUBE   1GL 4X1 CASE BLK,NON-DISTRIBUTION,29
EP GEAR LUBE S-220 RED   55G DRUM,NON-DISTRIBUTION,435.00235
DEPRESS FG       18.9L/5G,NON-DISTRIBUTION,40
METAL CONDITIONER F-44     55G DRUM,NON-DISTRIBUTION,525
PERKUT 276      55GL DRUM,NON-DISTRIBUTION,404
FOME ADD      208L/55G,NON-DISTRIBUTION,482
GX COOL 2192MB      55G DRUM,NON-DISTRIBUTION,461
CHEVRON MEROPA 220      55GL DRUM,NON-DISTRIBUTION,403.9
PERLUBE SYN-GO-68      5GLPL,NON-DISTRIBUTION,36
LC-6799-B     BULK GALLONS,NON-DISTRIBUTION,9.044999999999991
2037-68 - NXT 717-FG - AM-RC OIL   55GL DRUM,NON-DISTRIBUTION,396
PH-KEROSENE        374LB DRUM,NON-DISTRIBUTION,374
6019-68 - DIESTER AIR COMP LUBE   55GL DRUM BLK,NON-DISTRIBUTION,414
4416-100 - SYN GC LUBE   5GL PAIL BLK,NON-DISTRIBUTION,36
PERCHEM 1150     1249L/330G TOTE,NON-DISTRIBUTION,2277
CONFIDENCE 60-C       208L/55G,NON-DISTRIBUTION,506
RUST INHIBITOR KT     208L/55G,NON-DISTRIBUTION,422
142 SOLVENT   5G/19L PAIL,NON-DISTRIBUTION,37.1538
4465 XHD DRAWING COMPOUND   55G/208L DRUM,NON-DISTRIBUTION,467.05379999999997
TITAN 22 ASHLESS   55G DRUM,NON-DISTRIBUTION,446.60195
ROCKCUT 369   55G DRUM,NON-DISTRIBUTION,459.82415
QUENCH OIL 20   330G TOTE,NON-DISTRIBUTION,2695.4251457485425
CIMPULSE 53MP     55G / 208L PINK STEEL DRUM,NON-DISTRIBUTION,455
TECHNITREAT JB 100     530# DRUM,NON-DISTRIBUTION,530
RUST PREVENTIVE 1410       55G DRUM,NON-DISTRIBUTION,517
UNI KLEEN 1293     400 LB   FDR,NON-DISTRIBUTION,400
SPINDLE OIL 2   55G/208L DRUM,NON-DISTRIBUTION,401.65606999999983
GX COOL 2192F      330G TOTE,NON-DISTRIBUTION,2759
GF CLEAN 433      475 LB   FDR,NON-DISTRIBUTION,475
GREEN XTRA     5GL PAIL,NON-DISTRIBUTION,45
METHYL ETHYL KETONE   5G PAIL,NON-DISTRIBUTION,36
STERILECLEAN     53G DRUM,NON-DISTRIBUTION,528
SURE SAFE 430       208L/55G,NON-DISTRIBUTION,505
NU-SAL     400 LB   FDR,NON-DISTRIBUTION,400
CHEVRON TMGL PREMIUM,NON-DISTRIBUTION,48
P-504     55# PAIL,NON-DISTRIBUTION,55
GF PHOS 727     208L/55G DRUM,NON-DISTRIBUTION,569
OXICOAT A     100 LB   FDR,NON-DISTRIBUTION,100
PERDRAW 2230      55GL DRUM,NON-DISTRIBUTION,433
NISTRIP 910L     208L/55G,NON-DISTRIBUTION,455
6042-68 - RUN-CLEAN AIR COMP LUBE   5GL PAIL GRY,NON-DISTRIBUTION,37
2095-5 - CALDERA 12 - FG LT HTF   55GL DRUM BLK,NON-DISTRIBUTION,380
JACKHAMMER LO-3X     BULK GALLONS,NON-DISTRIBUTION,9.4135
4425-32 - NXT POE - RC OIL   1GL 4X1 CASE MTL,NON-DISTRIBUTION,30
GF PHOS 426     55G DRUM,NON-DISTRIBUTION,519
PHOSEAL 25     18.9L/5G PAIL,NON-DISTRIBUTION,42
PTO 46 AZ   330G/1250L TOTE,NON-DISTRIBUTION,2628.1304
PERKUT 221      BULK GALLONS,NON-DISTRIBUTION,7.6581
6064-46 - ADV FG AIR COMP LUBE   55GL DRUM GRN,NON-DISTRIBUTION,399
2032-150 - SYN EP GEAR LUBE   5GL PAIL BLK,NON-DISTRIBUTION,38
SOLUBLE OIL RP 1   55G DRUM,NON-DISTRIBUTION,445.11026666666663
PERCHEM 1511     330GL PL TOTE,NON-DISTRIBUTION,2350
GF PHOS 757CL     55G DRUM,NON-DISTRIBUTION,566
PERLUBE RO-220      55GL DRUM,NON-DISTRIBUTION,410
BLUE STAR XP 9900/460-2     CS 30/14OZ CART,NON-DISTRIBUTION,30
PERLUBE HV-0     120LB   DRUM,NON-DISTRIBUTION,120
175-S HIGH HEAT STARTING SALT     500 LB   FDR,NON-DISTRIBUTION,500
CIMPERIAL 20-8SX PINK     55G / 208L PINK STEEL DRUM,NON-DISTRIBUTION,466
6221-100 - FG HP-BA COMP LUBE   1QT 12X1 CASE FS,NON-DISTRIBUTION,22
2064-8 - SYN GUN CLN + LUBE [RD]   1QT 12X1 CASE FS,NON-DISTRIBUTION,21.2
2082-2500 - SYN FG GEAR LUBE   1GL 4X1 CASE BLK,NON-DISTRIBUTION,30
6243-100 - SEMI-SYN VAC-PUMP LUBE   5GL PAIL BLK,NON-DISTRIBUTION,36
LC-6799-TC     BULK GALLONS,NON-DISTRIBUTION,9.681499999999996
2399-40 - CALDERA 3 - FG HTF   55GL DRUM BLK,NON-DISTRIBUTION,397
2399-40 - CALDERA 3 - FG HTF   5GL PAIL TH,NON-DISTRIBUTION,36
DUBOIS 103 SW      208L/55G,NON-DISTRIBUTION,468
BLUE STAR XH 9655/220-1 3M     120LB 1/4 DRUM,NON-DISTRIBUTION,120
3157-EP2 - SYN FG CAL-SUL GREASE   5GL PAIL BLK,NON-DISTRIBUTION,36
DOUBLE-CUT TOPAZ 77      208L/55G,NON-DISTRIBUTION,478
6531-220 - SYN GEAR & BEARING FLUID   1GL 4X1 CASE BLK,NON-DISTRIBUTION,29
GX DEFOAM 8210      1GL JUG,NON-DISTRIBUTION,8.139999999999997
PERLUBE EP-220      5GLPL,NON-DISTRIBUTION,38
CONFIDENCE 60-C PBB     3 x 4.6 KG / 10.5 LB,NON-DISTRIBUTION,31.5
HYTHERM 150     56.8L/15G DRUM,NON-DISTRIBUTION,190
HYTHERM 150     18.9L/5G,NON-DISTRIBUTION,64
GF ADJUST 2001      5GLPL,NON-DISTRIBUTION,66
GF PHOS 150      330G TOTE,NON-DISTRIBUTION,3095
PERDRAW 2513       55GL DRUM,NON-DISTRIBUTION,433
NEUTRAGUARD        4X3.78L/1G,NON-DISTRIBUTION,40
PERCHEM 4711      1GL JUG,NON-DISTRIBUTION,8
P-80 THIX IFC     4 X 4 LITER,NON-DISTRIBUTION,30
AUTO-CREW SPRAY WAX      18.9L/5G,NON-DISTRIBUTION,39
ACCUVIS 220     250G TOTE,NON-DISTRIBUTION,1858
